RegionID,RegionName,State,HomeType,Bedrooms,Tier,Latest_ZHVI
753902,"Malvern, AR",AR,sfr+condo,,0.67_1.0,287287.31862725987
394613,"Frankfort, IN",IN,sfr+condo,,0.67_1.0,345046.44588230574
394815,"Madison, IN",IN,sfr+condo,,0.67_1.0,358753.634708782
394414,"Brevard, NC",NC,sfr+condo,,0.67_1.0,856645.9368530042
395141,"Susanville, CA",CA,sfr+condo,,0.67_1.0,354953.35613228736
394835,"Martin, TN",TN,sfr+condo,,0.67_1.0,321710.25880602264
394984,"Plainview, TX",TX,sfr+condo,,0.67_1.0,230545.7216666097
753878,"Dayton, TN",TN,sfr+condo,,0.67_1.0,413795.0660027298
753892,"Jackson, OH",OH,sfr+condo,,0.67_1.0,268585.2514324834
394433,"Cambridge, MD",MD,sfr+condo,,0.67_1.0,448662.0682328307
394962,"Paris, TN",TN,sfr+condo,,0.67_1.0,361597.6313051377
394730,"Juneau, AK",AK,sfr+condo,,0.67_1.0,640788.4078248715
394481,"Coffeyville, KS",KS,sfr+condo,,0.67_1.0,220400.76758256025
394774,"Las Vegas, NM",NM,sfr+condo,,0.67_1.0,351577.068153895
394383,"Berlin, NH",NH,sfr+condo,,0.67_1.0,416152.38301031647
394473,"Cleveland, MS",MS,sfr+condo,,0.67_1.0,246120.02650745795
394670,"Hastings, NE",NE,sfr+condo,,0.67_1.0,353774.4853026299
394376,"Beeville, TX",TX,sfr+condo,,0.67_1.0,308222.75763681234
394749,"Kingsville, TX",TX,sfr+condo,,0.67_1.0,271094.5223271484
395196,"Wabash, IN",IN,sfr+condo,,0.67_1.0,317544.72365643905
753871,"Breckenridge, CO",CO,sfr+condo,,0.67_1.0,1828217.6026864396
394310,"Albert Lea, MN",MN,sfr+condo,,0.67_1.0,339815.0428225492
395093,"Sheridan, WY",WY,sfr+condo,,0.67_1.0,734152.1307320237
395176,"Union City, TN",TN,sfr+condo,,0.67_1.0,290091.0561783191
394855,"Miami, OK",OK,sfr+condo,,0.67_1.0,269307.069147571
394708,"Iron Mountain, MI",MI,sfr+condo,,0.67_1.0,302643.9268371619
394725,"Jesup, GA",GA,sfr+condo,,0.67_1.0,323991.0784039824
394846,"McPherson, KS",KS,sfr+condo,,0.67_1.0,366200.9222383336
394751,"Kirksville, MO",MO,sfr+condo,,0.67_1.0,341356.6821593373
753901,"Ludington, MI",MI,sfr+condo,,0.67_1.0,418998.5975566064
394356,"Bainbridge, GA",GA,sfr+condo,,0.67_1.0,297055.46749404684
394320,"Alpena, MI",MI,sfr+condo,,0.67_1.0,276871.7901044094
395206,"Washington Court House, OH",OH,sfr+condo,,0.67_1.0,398183.6500212688
394673,"Hays, KS",KS,sfr+condo,,0.67_1.0,374842.0102889552
394606,"Fort Morgan, CO",CO,sfr+condo,,0.67_1.0,493035.5109427432
395185,"Van Wert, OH",OH,sfr+condo,,0.67_1.0,292929.5517495584
394740,"Kennett, MO",MO,sfr+condo,,0.67_1.0,159423.48720734674
753926,"Weatherford, OK",OK,sfr+condo,,0.67_1.0,312751.16375379614
394892,"Mountain Home, ID",ID,sfr+condo,,0.67_1.0,484741.7105285535
394864,"Mineral Wells, TX",TX,sfr+condo,,0.67_1.0,749334.6449731094
394795,"Lincoln, IL",IL,sfr+condo,,0.67_1.0,235175.91871721836
395100,"Silver City, NM",NM,sfr+condo,,0.67_1.0,335020.1099676152
753879,"Elkins, WV",WV,sfr+condo,,0.67_1.0,264311.7518713999
394812,"Macomb, IL",IL,sfr+condo,,0.67_1.0,186667.71854994804
394435,"Camden, AR",AR,sfr+condo,,0.67_1.0,202787.2803757181
394508,"Crescent City, CA",CA,sfr+condo,,0.67_1.0,524464.4918466881
394921,"North Vernon, IN",IN,sfr+condo,,0.67_1.0,345032.0210473977
395154,"Thomaston, GA",GA,sfr+condo,,0.67_1.0,311785.50016402034
394642,"Grants, NM",NM,sfr+condo,,0.67_1.0,245315.7165447815
394381,"Bennettsville, SC",SC,sfr+condo,,0.67_1.0,157377.32529858247
394615,"Fredericksburg, TX",TX,sfr+condo,,0.67_1.0,1115444.5090033032
395159,"Toccoa, GA",GA,sfr+condo,,0.67_1.0,401126.2349437534
753923,"The Dalles, OR",OR,sfr+condo,,0.67_1.0,585911.2205923843
394649,"Greensburg, IN",IN,sfr+condo,,0.67_1.0,425341.46095914143
394706,"Indianola, MS",MS,sfr+condo,,0.67_1.0,175127.87667290695
394758,"La Grande, OR",OR,sfr+condo,,0.67_1.0,522798.69490077713
753909,"Ottawa, KS",KS,sfr+condo,,0.67_1.0,428424.18485278456
394912,"New Ulm, MN",MN,sfr+condo,,0.67_1.0,413965.4908042615
394791,"Lexington, NE",NE,sfr+condo,,0.67_1.0,421249.788990008
394643,"Great Bend, KS",KS,sfr+condo,,0.67_1.0,231673.8702256148
395110,"Spearfish, SD",SD,sfr+condo,,0.67_1.0,760163.5408324716
395214,"Wauchula, FL",FL,sfr+condo,,0.67_1.0,430893.7823760408
394830,"Marshall, MN",MN,sfr+condo,,0.67_1.0,344311.87839199207
394529,"Deming, NM",NM,sfr+condo,,0.67_1.0,232801.76745804047
394854,"Mexico, MO",MO,sfr+condo,,0.67_1.0,353238.498683925
394584,"Fallon, NV",NV,sfr+condo,,0.67_1.0,506806.29020564567
394322,"Altus, OK",OK,sfr+condo,,0.67_1.0,257645.9552857249
395181,"Uvalde, TX",TX,sfr+condo,,0.67_1.0,393518.8638170605
753884,"Hailey, ID",ID,sfr+condo,,0.67_1.0,2663241.824875636
753921,"Steamboat Springs, CO",CO,sfr+condo,,0.67_1.0,2285384.980003828
395138,"Summerville, GA",GA,sfr+condo,,0.67_1.0,308987.3368979885
394869,"Moberly, MO",MO,sfr+condo,,0.67_1.0,323231.5238564121
394858,"Middlesborough, KY",KY,sfr+condo,,0.67_1.0,167580.55931904513
395236,"Woodward, OK",OK,sfr+condo,,0.67_1.0,260175.88386988605
395004,"Prineville, OR",OR,sfr+condo,,0.67_1.0,823848.6155785527
394687,"Hood River, OR",OR,sfr+condo,,0.67_1.0,985474.195778513
394601,"Forrest City, AR",AR,sfr+condo,,0.67_1.0,173839.5880665012
394494,"Connersville, IN",IN,sfr+condo,,0.67_1.0,265821.29866731266
394868,"Mitchell, SD",SD,sfr+condo,,0.67_1.0,472191.443365038
394831,"Marshall, MO",MO,sfr+condo,,0.67_1.0,316038.55547308247
394418,"Brookings, OR",OR,sfr+condo,,0.67_1.0,704773.688368092
395241,"Yankton, SD",SD,sfr+condo,,0.67_1.0,462816.33755357953
395198,"Wahpeton, ND",ND,sfr+condo,,0.67_1.0,382642.2180888661
394818,"Magnolia, AR",AR,sfr+condo,,0.67_1.0,260990.54851477745
394564,"Elk City, OK",OK,sfr+condo,,0.67_1.0,274733.1840886752
394793,"Liberal, KS",KS,sfr+condo,,0.67_1.0,219997.5786526953
395239,"Worthington, MN",MN,sfr+condo,,0.67_1.0,371523.3099299365
394945,"Oskaloosa, IA",IA,sfr+condo,,0.67_1.0,328710.3351414387
394959,"Pampa, TX",TX,sfr+condo,,0.67_1.0,192824.50550990764
394470,"Clarksdale, MS",MS,sfr+condo,,0.67_1.0,128136.77886329476
395130,"Sterling, CO",CO,sfr+condo,,0.67_1.0,421847.4959316442
394371,"Beatrice, NE",NE,sfr+condo,,0.67_1.0,403110.64044193056
394718,"Jamestown, ND",ND,sfr+condo,,0.67_1.0,367196.1149527725
394784,"Levelland, TX",TX,sfr+condo,,0.67_1.0,281854.18677342584
394656,"Grenada, MS",MS,sfr+condo,,0.67_1.0,260015.0054376872
394837,"Maryville, MO",MO,sfr+condo,,0.67_1.0,427652.6477033733
394337,"Arkadelphia, AR",AR,sfr+condo,,0.67_1.0,262514.0473481531
394544,"Dumas, TX",TX,sfr+condo,,0.67_1.0,279914.3413032521
394659,"Guymon, OK",OK,sfr+condo,,0.67_1.0,240162.92896232769
394403,"Borger, TX",TX,sfr+condo,,0.67_1.0,210153.5859613045
394979,"Pierre, SD",SD,sfr+condo,,0.67_1.0,465707.3257009354
394700,"Huron, SD",SD,sfr+condo,,0.67_1.0,417546.0260664231
395135,"Storm Lake, IA",IA,sfr+condo,,0.67_1.0,309128.46141404373
394498,"Cordele, GA",GA,sfr+condo,,0.67_1.0,327122.6285243885
394578,"Evanston, WY",WY,sfr+condo,,0.67_1.0,475412.5520983689
395014,"Raymondville, TX",TX,sfr+condo,,0.67_1.0,324530.39282281004
753914,"Port Lavaca, TX",TX,sfr+condo,,0.67_1.0,358065.26759584266
753908,"Othello, WA",WA,sfr+condo,,0.67_1.0,430216.1888912972
753925,"Vineyard Haven, MA",MA,sfr+condo,,0.67_1.0,2983285.524581428
394965,"Parsons, KS",KS,sfr+condo,,0.67_1.0,226935.76362142284
395003,"Price, UT",UT,sfr+condo,,0.67_1.0,417629.21995625575
394996,"Portales, NM",NM,sfr+condo,,0.67_1.0,241819.77867826723
394805,"Los Alamos, NM",NM,sfr+condo,,0.67_1.0,767050.8227473017
394678,"Hereford, TX",TX,sfr+condo,,0.67_1.0,314811.71180422284
394330,"Andrews, TX",TX,sfr+condo,,0.67_1.0,396029.0714079649
395112,"Spirit Lake, IA",IA,sfr+condo,,0.67_1.0,878511.0652605748
394594,"Fitzgerald, GA",GA,sfr+condo,,0.67_1.0,222790.46350609435
753927,"Winnemucca, NV",NV,sfr+condo,,0.67_1.0,497239.2019030154
394841,"Maysville, KY",KY,sfr+condo,,0.67_1.0,325433.96368501085
395104,"Snyder, TX",TX,sfr+condo,,0.67_1.0,251760.2464160563
394676,"Helena, AR",AR,sfr+condo,,0.67_1.0,133033.50638099023
395111,"Spencer, IA",IA,sfr+condo,,0.67_1.0,324715.8096242784
394342,"Atchison, KS",KS,sfr+condo,,0.67_1.0,353318.59156394104
753880,"Fairfield, IA",IA,sfr+condo,,0.67_1.0,315452.6203258229
395186,"Vermillion, SD",SD,sfr+condo,,0.67_1.0,454376.65716678
395142,"Sweetwater, TX",TX,sfr+condo,,0.67_1.0,225304.30266345665
394968,"Pecos, TX",TX,sfr+condo,,0.67_1.0,255177.663338849
753929,"Zapata, TX",TX,sfr+condo,,0.67_1.0,224733.57246585176
394743,"Ketchikan, AK",AK,sfr+condo,,0.67_1.0,578013.5007242169
753874,"Craig, CO",CO,sfr+condo,,0.67_1.0,434662.29278615647
395188,"Vernon, TX",TX,sfr+condo,,0.67_1.0,197990.6875517844
394767,"Lamesa, TX",TX,sfr+condo,,0.67_1.0,199843.34236362652
102001,United States,,sfr+condo,,0.33_0.67,360727.12178777886
394913,"New York, NY",NY,sfr+condo,,0.33_0.67,704140.7231189146
753899,"Los Angeles, CA",CA,sfr+condo,,0.33_0.67,942798.595191506
394463,"Chicago, IL",IL,sfr+condo,,0.33_0.67,336540.2505835344
394514,"Dallas, TX",TX,sfr+condo,,0.33_0.67,361335.4222635499
394692,"Houston, TX",TX,sfr+condo,,0.33_0.67,304956.043931249
395209,"Washington, DC",VA,sfr+condo,,0.33_0.67,572340.4342833369
394974,"Philadelphia, PA",PA,sfr+condo,,0.33_0.67,376305.85725023993
394856,"Miami, FL",FL,sfr+condo,,0.33_0.67,471191.9226199721
394347,"Atlanta, GA",GA,sfr+condo,,0.33_0.67,378431.7322267036
394404,"Boston, MA",MA,sfr+condo,,0.33_0.67,715398.8581117591
394976,"Phoenix, AZ",AZ,sfr+condo,,0.33_0.67,444081.5690614588
395057,"San Francisco, CA",CA,sfr+condo,,0.33_0.67,1099929.7414846371
395025,"Riverside, CA",CA,sfr+condo,,0.33_0.67,578678.2966960374
394532,"Detroit, MI",MI,sfr+condo,,0.33_0.67,258559.1893202556
395078,"Seattle, WA",WA,sfr+condo,,0.33_0.67,733308.6682481188
394865,"Minneapolis, MN",MN,sfr+condo,,0.33_0.67,379404.3722871197
395056,"San Diego, CA",CA,sfr+condo,,0.33_0.67,918425.503966622
395148,"Tampa, FL",FL,sfr+condo,,0.33_0.67,356527.1827595215
394530,"Denver, CO",CO,sfr+condo,,0.33_0.67,564190.0377581144
394358,"Baltimore, MD",MD,sfr+condo,,0.33_0.67,394188.4602981899
395121,"St. Louis, MO",MO,sfr+condo,,0.33_0.67,263388.65493478894
394943,"Orlando, FL",FL,sfr+condo,,0.33_0.67,385104.2358151609
394458,"Charlotte, NC",NC,sfr+condo,,0.33_0.67,383123.1050594067
395055,"San Antonio, TX",TX,sfr+condo,,0.33_0.67,276268.7891121739
394998,"Portland, OR",OR,sfr+condo,,0.33_0.67,540963.9847934372
395045,"Sacramento, CA",CA,sfr+condo,,0.33_0.67,571088.9646959156
394982,"Pittsburgh, PA",PA,sfr+condo,,0.33_0.67,221502.78244501143
394466,"Cincinnati, OH",OH,sfr+condo,,0.33_0.67,297314.3155252905
394355,"Austin, TX",TX,sfr+condo,,0.33_0.67,425998.2123571698
394775,"Las Vegas, NV",NV,sfr+condo,,0.33_0.67,429713.32657718495
394735,"Kansas City, MO",MO,sfr+condo,,0.33_0.67,311582.3249410368
394492,"Columbus, OH",OH,sfr+condo,,0.33_0.67,320939.92097338755
394705,"Indianapolis, IN",IN,sfr+condo,,0.33_0.67,285823.80513703
394475,"Cleveland, OH",OH,sfr+condo,,0.33_0.67,239865.97053966016
395059,"San Jose, CA",CA,sfr+condo,,0.33_0.67,1549613.3701449872
394902,"Nashville, TN",TN,sfr+condo,,0.33_0.67,449047.1265403671
395194,"Virginia Beach, VA",VA,sfr+condo,,0.33_0.67,360037.4576876385
395005,"Providence, RI",RI,sfr+condo,,0.33_0.67,502800.5375046867
394714,"Jacksonville, FL",FL,sfr+condo,,0.33_0.67,346997.5210116988
394862,"Milwaukee, WI",WI,sfr+condo,,0.33_0.67,366631.9386796227
394935,"Oklahoma City, OK",OK,sfr+condo,,0.33_0.67,239049.74286244676
395012,"Raleigh, NC",NC,sfr+condo,,0.33_0.67,435254.2097068465
394849,"Memphis, TN",TN,sfr+condo,,0.33_0.67,240442.4816162903
395022,"Richmond, VA",VA,sfr+condo,,0.33_0.67,381248.4329774447
394807,"Louisville, KY",KY,sfr+condo,,0.33_0.67,269222.6174666193
394910,"New Orleans, LA",LA,sfr+condo,,0.33_0.67,253759.66932032048
395053,"Salt Lake City, UT",UT,sfr+condo,,0.33_0.67,556102.46364194
394669,"Hartford, CT",CT,sfr+condo,,0.33_0.67,379550.03531636455
394425,"Buffalo, NY",NY,sfr+condo,,0.33_0.67,275491.5932595219
394388,"Birmingham, AL",AL,sfr+condo,,0.33_0.67,252301.2362292842
395031,"Rochester, NY",NY,sfr+condo,,0.33_0.67,266171.439915902
394640,"Grand Rapids, MI",MI,sfr+condo,,0.33_0.67,339986.65759053355
395167,"Tucson, AZ",AZ,sfr+condo,,0.33_0.67,340301.11188052414
753924,"Urban Honolulu, HI",HI,sfr+condo,,0.33_0.67,838673.554654141
395169,"Tulsa, OK",OK,sfr+condo,,0.33_0.67,244122.3097171844
394619,"Fresno, CA",CA,sfr+condo,,0.33_0.67,401250.87317729305
395238,"Worcester, MA",MA,sfr+condo,,0.33_0.67,466560.7445753365
394938,"Omaha, NE",NE,sfr+condo,,0.33_0.67,296596.23260534386
394415,"Bridgeport, CT",CT,sfr+condo,,0.33_0.67,653634.9555030211
394653,"Greenville, SC",SC,sfr+condo,,0.33_0.67,304752.53942734684
394312,"Albuquerque, NM",NM,sfr+condo,,0.33_0.67,340795.3132248541
394357,"Bakersfield, CA",CA,sfr+condo,,0.33_0.67,358042.1567814799
394308,"Albany, NY",NY,sfr+condo,,0.33_0.67,353796.1453795233
394753,"Knoxville, TN",TN,sfr+condo,,0.33_0.67,353112.526534037
394367,"Baton Rouge, LA",LA,sfr+condo,,0.33_0.67,240700.75608219145
394843,"McAllen, TX",TX,sfr+condo,,0.33_0.67,186313.74113168416
394908,"New Haven, CT",CT,sfr+condo,,0.33_0.67,386454.0725358356
394561,"El Paso, TX",TX,sfr+condo,,0.33_0.67,223414.34657796577
394318,"Allentown, PA",PA,sfr+condo,,0.33_0.67,351149.7350003558
394952,"Oxnard, CA",CA,sfr+condo,,0.33_0.67,870957.3708845029
394486,"Columbia, SC",SC,sfr+condo,,0.33_0.67,247521.99153710308
753906,"North Port, FL",FL,sfr+condo,,0.33_0.67,404061.2589993162
394457,"Charleston, SC",SC,sfr+condo,,0.33_0.67,428879.4421273367
394648,"Greensboro, NC",NC,sfr+condo,,0.33_0.67,253811.5323992525
395134,"Stockton, CA",CA,sfr+condo,,0.33_0.67,524518.3750605838
394440,"Cape Coral, FL",FL,sfr+condo,,0.33_0.67,339972.1807771031
394399,"Boise City, ID",ID,sfr+condo,,0.33_0.67,481894.392389054
394484,"Colorado Springs, CO",CO,sfr+condo,,0.33_0.67,453316.54033120855
394798,"Little Rock, AR",AR,sfr+condo,,0.33_0.67,222399.61658695491
394766,"Lakeland, FL",FL,sfr+condo,,0.33_0.67,299375.2824467537
394304,"Akron, OH",OH,sfr+condo,,0.33_0.67,229981.62688991972
394531,"Des Moines, IA",IA,sfr+condo,,0.33_0.67,288143.2896327463
395115,"Springfield, MA",MA,sfr+condo,,0.33_0.67,359887.2592769318
394931,"Ogden, UT",UT,sfr+condo,,0.33_0.67,505653.894580296
394816,"Madison, WI",WI,sfr+condo,,0.33_0.67,431261.2353073528
395235,"Winston, NC",NC,sfr+condo,,0.33_0.67,270735.51329065295
394528,"Deltona, FL",FL,sfr+condo,,0.33_0.67,326159.02304422285
395143,"Syracuse, NY",NY,sfr+condo,,0.33_0.67,250364.34816420943
395006,"Provo, UT",UT,sfr+condo,,0.33_0.67,537271.725223423
395160,"Toledo, OH",OH,sfr+condo,,0.33_0.67,194679.7379435166
395224,"Wichita, KS",KS,sfr+condo,,0.33_0.67,214523.07219234327
394549,"Durham, NC",NC,sfr+condo,,0.33_0.67,409526.9184180225
394352,"Augusta, GA",GA,sfr+condo,,0.33_0.67,240069.78046371645
394957,"Palm Bay, FL",FL,sfr+condo,,0.33_0.67,339175.14695205627
394711,"Jackson, MS",MS,sfr+condo,,0.33_0.67,203788.42136798947
394666,"Harrisburg, PA",PA,sfr+condo,,0.33_0.67,299613.6006729574
395113,"Spokane, WA",WA,sfr+condo,,0.33_0.67,411335.350496539
395075,"Scranton, PA",PA,sfr+condo,,0.33_0.67,221221.17778636812
394460,"Chattanooga, TN",TN,sfr+condo,,0.33_0.67,317659.14052841096
394871,"Modesto, CA",CA,sfr+condo,,0.33_0.67,460071.3495977893
394768,"Lancaster, PA",PA,sfr+condo,,0.33_0.67,370891.9878409799
394997,"Portland, ME",ME,sfr+condo,,0.33_0.67,521165.7707846768
395245,"Youngstown, OH",OH,sfr+condo,,0.33_0.67,166054.48274307963
394770,"Lansing, MI",MI,sfr+condo,,0.33_0.67,238495.17020311856
394590,"Fayetteville, AR",AR,sfr+condo,,0.33_0.67,359129.76203355816
394589,"Fayetteville, NC",NC,sfr+condo,,0.33_0.67,245136.57429641896
394792,"Lexington, KY",KY,sfr+condo,,0.33_0.67,314299.8730305721
394971,"Pensacola, FL",FL,sfr+condo,,0.33_0.67,302755.068134227
395068,"Santa Rosa, CA",CA,sfr+condo,,0.33_0.67,780096.8961673131
395019,"Reno, NV",NV,sfr+condo,,0.33_0.67,554434.9685371459
394698,"Huntsville, AL",AL,sfr+condo,,0.33_0.67,308375.8770670883
394995,"Port St. Lucie, FL",FL,sfr+condo,,0.33_0.67,379729.1501085929
394761,"Lafayette, LA",LA,sfr+condo,,0.33_0.67,194146.51888272053
394898,"Myrtle Beach, SC",SC,sfr+condo,,0.33_0.67,335300.2837589895
395116,"Springfield, MO",MO,sfr+condo,,0.33_0.67,259415.28689134293
395195,"Visalia, CA",CA,sfr+condo,,0.33_0.67,352691.806046532
394746,"Killeen, TX",TX,sfr+condo,,0.33_0.67,249187.4683020721
394338,"Asheville, NC",NC,sfr+condo,,0.33_0.67,423130.12589078816
395244,"York, PA",PA,sfr+condo,,0.33_0.67,298102.8089600319
395183,"Vallejo, CA",CA,sfr+condo,,0.33_0.67,572805.094827677
753917,"Santa Maria, CA",CA,sfr+condo,,0.33_0.67,976073.2926779782
395050,"Salinas, CA",CA,sfr+condo,,0.33_0.67,834211.7548951819
395048,"Salem, OR",OR,sfr+condo,,0.33_0.67,446017.7925708859
394870,"Mobile, AL",AL,sfr+condo,,0.33_0.67,191643.9192473959
395015,"Reading, PA",PA,sfr+condo,,0.33_0.67,299575.8680898831
394502,"Corpus Christi, TX",TX,sfr+condo,,0.33_0.67,217457.5354567769
394421,"Brownsville, TX",TX,sfr+condo,,0.33_0.67,199154.4841976502
394820,"Manchester, NH",NH,sfr+condo,,0.33_0.67,507282.20134296507
394612,"Fort Wayne, IN",IN,sfr+condo,,0.33_0.67,246963.34998993485
394658,"Gulfport, MS",MS,sfr+condo,,0.33_0.67,215722.09630736624
395051,"Salisbury, MD",DE,sfr+condo,,0.33_0.67,421688.4750144114
394596,"Flint, MI",MI,sfr+condo,,0.33_0.67,185881.7580287219
394972,"Peoria, IL",IL,sfr+condo,,0.33_0.67,161867.62833310195
394439,"Canton, OH",OH,sfr+condo,,0.33_0.67,205629.05664569023
395070,"Savannah, GA",GA,sfr+condo,,0.33_0.67,349009.8615666239
394327,"Anchorage, AK",AK,sfr+condo,,0.33_0.67,403875.97133528185
394372,"Beaumont, TX",TX,sfr+condo,,0.33_0.67,175345.46117125623
395096,"Shreveport, LA",LA,sfr+condo,,0.33_0.67,171296.78749391847
395164,"Trenton, NJ",NJ,sfr+condo,,0.33_0.67,436742.5767257358
394875,"Montgomery, AL",AL,sfr+condo,,0.33_0.67,202837.13682336305
394520,"Davenport, IA",IL,sfr+condo,,0.33_0.67,183689.13808463587
395146,"Tallahassee, FL",FL,sfr+condo,,0.33_0.67,275837.5984931955
394576,"Eugene, OR",OR,sfr+condo,,0.33_0.67,447997.5617587613
394901,"Naples, FL",FL,sfr+condo,,0.33_0.67,551916.8612680394
394332,"Ann Arbor, MI",MI,sfr+condo,,0.33_0.67,403969.5068354259
394927,"Ocala, FL",FL,sfr+condo,,0.33_0.67,272548.8803603272
394679,"Hickory, NC",NC,sfr+condo,,0.33_0.67,259618.9143745782
394697,"Huntington, WV",OH,sfr+condo,,0.33_0.67,158955.00126295185
394602,"Fort Collins, CO",CO,sfr+condo,,0.33_0.67,544700.8939224799
395033,"Rockford, IL",IL,sfr+condo,,0.33_0.67,206733.8586666462
394796,"Lincoln, NE",NE,sfr+condo,,0.33_0.67,290302.1520112811
394622,"Gainesville, FL",FL,sfr+condo,,0.33_0.67,298161.0536492108
394405,"Boulder, CO",CO,sfr+condo,,0.33_0.67,711277.6610022109
394646,"Green Bay, WI",WI,sfr+condo,,0.33_0.67,327982.54828867776
394488,"Columbus, GA",GA,sfr+condo,,0.33_0.67,200101.3029455964
395107,"South Bend, IN",IN,sfr+condo,,0.33_0.67,221657.92339235087
395109,"Spartanburg, SC",SC,sfr+condo,,0.33_0.67,271783.85279916984
394645,"Greeley, CO",CO,sfr+condo,,0.33_0.67,494752.8052557165
394808,"Lubbock, TX",TX,sfr+condo,,0.33_0.67,204144.08322941643
394471,"Clarksville, TN",TN,sfr+condo,,0.33_0.67,292278.4202252816
395028,"Roanoke, VA",VA,sfr+condo,,0.33_0.67,287748.8326031006
394579,"Evansville, IN",IN,sfr+condo,,0.33_0.67,215860.6300573556
394747,"Kingsport, TN",TN,sfr+condo,,0.33_0.67,239434.66798745556
394741,"Kennewick, WA",WA,sfr+condo,,0.33_0.67,435586.18578241655
395179,"Utica, NY",NY,sfr+condo,,0.33_0.67,219888.71675175568
394660,"Hagerstown, MD",MD,sfr+condo,,0.33_0.67,314910.6301723733
394543,"Duluth, MN",MN,sfr+condo,,0.33_0.67,251461.93514507296
394937,"Olympia, WA",WA,sfr+condo,,0.33_0.67,521655.1909855173
394803,"Longview, TX",TX,sfr+condo,,0.33_0.67,211922.4496792417
395229,"Wilmington, NC",NC,sfr+condo,,0.33_0.67,436621.8273131135
395061,"San Luis Obispo, CA",CA,sfr+condo,,0.33_0.67,892045.8971066311
753875,"Crestview, FL",FL,sfr+condo,,0.33_0.67,433262.2248262534
394851,"Merced, CA",CA,sfr+condo,,0.33_0.67,414374.6413444639
395197,"Waco, TX",TX,sfr+condo,,0.33_0.67,246750.5247364491
394447,"Cedar Rapids, IA",IA,sfr+condo,,0.33_0.67,232667.7027744508
394348,"Atlantic City, NJ",NJ,sfr+condo,,0.33_0.67,372784.409941322
394412,"Bremerton, WA",WA,sfr+condo,,0.33_0.67,570591.7740145405
395103,"Sioux Falls, SD",SD,sfr+condo,,0.33_0.67,332280.8167138013
395065,"Santa Cruz, CA",CA,sfr+condo,,0.33_0.67,1120353.8799311288
394572,"Erie, PA",PA,sfr+condo,,0.33_0.67,211376.00673964867
394924,"Norwich, CT",CT,sfr+condo,,0.33_0.67,400981.2886735301
394323,"Amarillo, TX",TX,sfr+condo,,0.33_0.67,209769.4273582664
394772,"Laredo, TX",TX,sfr+condo,,0.33_0.67,210760.2450218509
395171,"Tuscaloosa, AL",AL,sfr+condo,,0.33_0.67,215965.4899244669
394483,"College Station, TX",TX,sfr+condo,,0.33_0.67,302917.7710971055
394732,"Kalamazoo, MI",MI,sfr+condo,,0.33_0.67,265363.6526807114
394811,"Lynchburg, VA",VA,sfr+condo,,0.33_0.67,277303.6622879484
394455,"Charleston, WV",WV,sfr+condo,,0.33_0.67,145514.31742821375
395240,"Yakima, WA",WA,sfr+condo,,0.33_0.67,345621.7740633256
394585,"Fargo, ND",ND,sfr+condo,,0.33_0.67,317537.12717018847
394387,"Binghamton, NY",NY,sfr+condo,,0.33_0.67,188423.67763032028
394609,"Fort Smith, AR",AR,sfr+condo,,0.33_0.67,194963.92807691757
394334,"Appleton, WI",WI,sfr+condo,,0.33_0.67,330776.2181516649
395161,"Topeka, KS",KS,sfr+condo,,0.33_0.67,208788.4826323868
394813,"Macon, GA",GA,sfr+condo,,0.33_0.67,191398.7984327389
395174,"Tyler, TX",TX,sfr+condo,,0.33_0.67,267356.25667641405
394361,"Barnstable Town, MA",MA,sfr+condo,,0.33_0.67,740240.7283973953
394519,"Daphne, AL",AL,sfr+condo,,0.33_0.67,370792.25167803856
394378,"Bellingham, WA",WA,sfr+condo,,0.33_0.67,606766.6021628915
394429,"Burlington, VT",VT,sfr+condo,,0.33_0.67,464629.95599745394
395030,"Rochester, MN",MN,sfr+condo,,0.33_0.67,328159.6674815773
753895,"Lafayette, IN",IN,sfr+condo,,0.33_0.67,274701.449182842
394454,"Champaign, IL",IL,sfr+condo,,0.33_0.67,225234.91663627044
394848,"Medford, OR",OR,sfr+condo,,0.33_0.67,429933.7754943722
394459,"Charlottesville, VA",VA,sfr+condo,,0.33_0.67,456459.658330856
394763,"Lake Charles, LA",LA,sfr+condo,,0.33_0.67,193462.9899620868
394773,"Las Cruces, NM",NM,sfr+condo,,0.33_0.67,285231.27822198137
394464,"Chico, CA",CA,sfr+condo,,0.33_0.67,394262.28906520735
394681,"Hilton Head Island, SC",SC,sfr+condo,,0.33_0.67,514874.2174835787
394346,"Athens, GA",GA,sfr+condo,,0.33_0.67,360874.6733562076
394765,"Lake Havasu City, AZ",AZ,sfr+condo,,0.33_0.67,344437.9206858021
394485,"Columbia, MO",MO,sfr+condo,,0.33_0.67,307716.431752714
395114,"Springfield, IL",IL,sfr+condo,,0.33_0.67,187239.41230995147
394691,"Houma, LA",LA,sfr+condo,,0.33_0.67,177327.65329948277
394872,"Monroe, LA",LA,sfr+condo,,0.33_0.67,157049.05213547856
394565,"Elkhart, IN",IN,sfr+condo,,0.33_0.67,251889.45905742145
394726,"Johnson City, TN",TN,sfr+condo,,0.33_0.67,272910.9096284369
395247,"Yuma, AZ",AZ,sfr+condo,,0.33_0.67,276122.2334942334
394623,"Gainesville, GA",GA,sfr+condo,,0.33_0.67,387156.9022088792
